class,m1,m,m3,m4,m5,m6,m7,m8,m9,m10,m11,m1,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22
2,8384.53,7,13,33,05.87,416.16,50.06,0.38054,346.16,38.6,354.14,95.059,316.407,4,71.0903,0.97638,06,0.33077,.78,60.643,5.3663,1.01957
2,6535.67,5,4,53,57.5,7.14,47.6,0.384754,446.68,3370.11,1933.94,08.94,34.513,5,46.1591,0.889467,31,0.485119,.5868,74.316,57.5763,1.031
2,7736.19,10,157,34,530.56,6.93,108.75,0.48363,17068.9,137.,791.7,77.993,883.13,19,5.6768,0.881137,14499,0.560571,.75687,85.8755,79.387,1.0306
2,6419.09,6,158,3,54.1,556.8,103.63,0.86475,1003.7,9615.11,358.97,493.7,88.579,3,31.6834,0.89334,8511,0.603907,3.0913,95.797,88.176,1.0868
2,3535.53,8,134,76,469.93,960.4,107.78,0.33548,13459.4,1446.6,41.96,77.586,940.391,5,48.7608,0.88139,11500,0.577871,3.0794,90.1709,93.099,1.03587
2,670.65,9,191,391,16.15,451.8,136.6,0.60883,16680.1,14080,657.93,385.4,693.014,,4.6548,0.886854,14137,0.5896,.90594,85.9937,77.81,1.039
2,10974.3,5,131,67,386.49,498.69,150.31,0.59747,108.6,8980.67,3383.8,35.89,15.74,30,38.3046,0.866876,847,0.576476,.78111,97.8059,93.7979,1.0337
2,1115.,6,5,56,196,5.36,61.97,0.60717,701.79,5834.97,3665.35,15.961,34.683,6,48.409,0.88758,573,0.493667,1.475,90.3779,58.635,1.0341
2,3407.9,8,0,48,17.43,336.13,43.83,0.4301,459.05,355.5,19.3,301.94,337.714,5,51.46,0.917,09,0.557143,.1075,80.4047,61.037,1.036
2,4770.44,5,11,7,30.14,369.73,41.01,0.366048,1744,303.1,1376.91,71.63,305.718,5,64.5878,0.9770,150,0.590909,.9,6.6974,51.450,1.0189
2,10084.9,6,18,4,50.74,79.04,40.19,0.358049,35.17,3157.31,743.83,9.704,39.71,4,55.9995,0.935479,058,0.87037,.70375,69.857,60.5637,1.01845
2,641.37,9,137,83,631.69,66.8,118.51,0.95975,19497,1843.7,966.71,509.558,1131.35,1,68.889,0.87874,16473,0.5494,.363,87.1174,8.4486,1.039
2,544.33,7,11,9,8.1,415.77,47.09,0.400903,84.06,343.31,1671.06,86.896,36.58,4,78.7555,0.900618,183,0.545455,.15833,8.0745,56.057,1.0333
2,1909.7,6,10,6,04.83,73.78,.75,0.49985,1193.7,019.83,75.08,6.54,45.67,3,45.9058,0.945475,106,0.6,1.635,61.31,57.3656,1.01565
2,475.5,6,11,8,184.5,366.49,4.37,0.378936,1794.97,406.38,1379.43,300.53,347.95,3,64.1004,0.9165,154,0.545455,.70875,70.3381,59.919,1.0104
2,4891.44,6,13,3,157.17,1.44,9.11,0.37,1565.4,14.53,1393.3,199.065,10.93,4,48.9134,0.89963,1340,0.53846,.66786,68.3366,68.813,1.0347
2,7386.45,7,59,55,31.01,31.76,66.9,0.338347,17165.5,18746.7,359.06,357.04,866.537,31,3.6915,0.90161,14403,0.55539,.6918,97.4957,9.4496,1.0345
2,637.73,6,13,3,41.77,331.7,35.87,0.569419,1731.15,3465.04,048.61,55.01,79.551,4,54.0938,0.98885,1440,0.53846,1.805,65.1544,70.07,1.01838
2,1964.1,8,37,8,37.68,7.37,6.1,0.49036,404.83,7096.35,4074.85,4.43,35.87,7,51.734,0.8433,3381,0.437838,.4981,87.911,73.7754,1.07177
2,6386.9,7,31,69,17.7,74.3,5.33,0.396994,3697.14,4964.38,070,08.694,68.678,7,53.5765,0.83609,999,0.476703,.35583,86.7614,67.186,1.06109
2,659.305,6,13,3,134.1,77.41,59.14,0.34904,1359.3,156.96,93.07,04.74,6.084,5,4.471,0.7908,1060,0.564103,.05,67.198,7.8179,1.09675
2,7535.79,5,1,47,49.1,304.1,47.04,0.456883,91.71,4958.67,478.68,47.681,77.311,7,6.1596,0.86685,3031,0.49063,1.58917,81.433,5.5,1.04045
2,574.45,6,14,34,04.33,35.69,63.68,0.394045,1749.75,487.1,1544.37,193.783,39.647,6,51.4591,0.85917,1409,0.607143,1.95667,87.6653,44.3994,1.03739
2,5179.4,4,41,86,0.46,346.46,7.73,0.437683,30.03,470.03,1830.01,36.847,450.673,7,37.79,0.85811,65,0.543835,.3318,71.6736,66.188,1.0644
2,16.6,7,0,47,358.66,480.43,87.3,0.491863,518.53,8474.78,4083.07,381.069,53.795,5,109.113,0.759774,49,0.5,.4949,84.641,55.5,1.08669
2,337.78,6,17,40,08.84,81.08,87.5,0.488387,799.1,4488.67,1407.6,71.171,333.89,4,69.9717,0.8098,196,0.407843,.63167,55.7177,6.1066,1.05379
2,5907.67,4,18,40,43.41,33.5,75.53,0.473457,1833.3,307.7,1819.75,1.44,76.689,6,45.88,0.8456,148,0.6746,1.7115,7.0797,57.9941,1.06549
2,985.,5,13,31,110.49,7.7,40.1,0.40168,100.,181.47,575.81,155.956,04.781,4,3.9061,0.83876,77,0.564103,.14833,94.0688,66.9118,1.05814
2,1959.,5,16,37,18.47,543.55,70.7,0.3938,798.05,4060.11,357.69,477.46,577.86,5,75.6173,0.89775,0,0.57149,.306,77.8975,55.1636,1.03545
